,Id,Year,Month,Res,solids,NTU,org_ml,MPN_100ml,MPN_100ml__1,LosR,Silica,Ca,Mg,Ca_Mg,NO3,NO3_USGS,Cl2,Na,SO4,K,pH,Alk,Hard,Nhard,C_USGSTemp,F_USGS,Temp,MD_Precip_inch_mon,MD_Temp_F
717,19647,1964,7,197,0,0,0,0,0,0.0,7.8,34.0,6.5,40.5,0.21,0.0,14.3,0.0,64.0,0.0,8.2,67.0,110.0,43.0,0.0,0.0,86,3.47,75.1
718,19648,1964,8,239,0,0,0,0,0,0.0,8.2,38.0,7.0,45.0,0.16,0.0,22.1,0.0,85.0,0.0,8.5,75.0,125.0,56.0,0.0,0.0,77,2.08,71.3
719,19649,1964,9,278,0,0,0,0,0,0.0,8.5,48.0,7.3,55.3,0.5,0.0,28.1,0.0,97.0,0.0,8.2,82.0,141.0,59.0,0.0,0.0,74,3.66,67.0
720,19651,1965,1,147,0,0,0,0,0,0.0,6.4,29.0,7.4,36.4,0.49,0.0,9.4,0.0,40.0,0.0,8.1,51.0,103.0,152.0,0.0,0.0,41,3.2,30.9
721,196510,1965,10,271,0,0,0,0,0,0.0,8.2,45.0,7.6,52.6,0.42,0.0,26.0,0.0,67.0,0.0,8.3,94.0,144.0,56.0,0.0,0.0,62,2.36,53.5
722,196511,1965,11,300,0,0,0,0,0,0.0,10.1,52.0,7.6,59.6,0.35,0.0,27.0,0.0,88.0,0.0,8.5,105.0,162.0,57.0,0.0,0.0,53,0.86,45.5
723,196512,1965,12,309,0,0,0,0,0,0.0,10.6,61.0,6.9,67.9,0.57,0.0,29.4,0.0,91.0,0.0,8.5,121.0,181.0,60.0,0.0,0.0,47,0.79,38.5
724,19652,1965,2,110,0,0,0,0,0,0.0,4.9,26.0,6.9,32.9,0.87,0.0,7.5,0.0,38.0,0.0,7.9,44.0,94.0,50.0,0.0,0.0,42,2.65,34.3
725,19653,1965,3,126,0,0,0,0,0,0.0,4.7,31.0,7.0,38.0,0.77,0.0,6.54,0.0,26.0,0.0,7.8,46.0,105.0,59.0,0.0,0.0,47,4.28,39.0
726,19654,1965,4,132,0,0,0,0,0,0.0,5.1,27.0,6.7,33.7,0.5,0.0,6.9,0.0,29.0,0.0,7.9,53.0,94.0,41.0,0.0,0.0,57,2.42,49.7
727,19655,1965,5,136,0,0,0,0,0,0.0,4.7,28.0,7.4,35.4,0.23,0.0,7.9,0.0,26.0,0.0,8.3,65.0,100.0,35.0,0.0,0.0,72,1.67,66.3
728,19656,1965,6,178,0,0,0,0,0,0.0,7.2,32.0,7.7,39.7,0.2,0.0,16.5,0.0,34.0,0.0,8.2,80.0,112.0,32.0,0.0,0.0,77,2.52,69.2
729,19657,1965,7,194,0,0,0,0,0,0.0,8.8,33.0,8.9,41.9,0.24,0.0,22.9,0.0,72.0,0.0,8.1,73.0,114.0,41.0,0.0,0.0,81,3.28,73.9
730,19658,1965,8,256,0,0,0,0,0,0.0,8.7,35.0,8.5,43.5,0.1,0.0,22.9,0.0,89.0,0.0,8.2,77.0,123.0,46.0,0.0,0.0,81,4.77,73.0
731,19659,1965,9,267,0,0,0,0,0,0.0,8.4,42.0,8.5,50.5,0.26,0.0,27.7,0.0,87.0,0.0,8.0,86.0,139.0,53.0,0.0,0.0,76,2.77,68.8
732,19661,1966,1,254,0,0,0,0,0,25.0,8.7,56.0,7.2,63.2,0.93,0.0,27.3,0.0,81.0,0.0,8.4,100.0,167.0,67.0,0.0,0.0,42,3.78,29.0
733,196610,1966,10,145,0,0,0,0,0,9.0,2.5,35.0,5.6,40.6,1.05,0.0,10.5,0.0,28.0,0.0,8.2,69.0,109.0,46.0,0.0,0.0,61,3.72,53.3
734,196611,1966,11,175,0,0,0,0,0,9.0,4.5,42.0,5.4,47.4,0.33,0.0,13.6,0.0,35.0,0.0,8.4,87.0,126.0,39.0,0.0,0.0,53,2.0,45.9
735,196612,1966,12,145,0,0,0,0,0,8.0,3.7,32.0,4.7,36.7,1.52,0.0,10.4,0.0,26.0,0.0,7.9,57.0,99.0,42.0,0.0,0.0,45,3.01,34.7
736,19662,1966,2,176,0,0,0,0,0,17.0,7.2,40.0,7.2,47.2,1.44,0.0,17.6,0.0,51.0,0.0,8.1,71.0,125.0,54.0,0.0,0.0,39,3.77,32.7
737,19663,1966,3,144,0,0,0,0,0,10.0,6.5,28.0,7.1,35.1,1.83,0.0,10.3,0.0,30.0,0.0,7.9,52.0,96.0,44.0,0.0,0.0,50,1.44,43.7
738,19664,1966,4,154,0,0,0,0,0,8.0,6.9,30.0,5.2,35.2,0.61,0.0,8.1,0.0,37.0,0.0,8.3,62.0,96.0,34.0,0.0,0.0,58,4.07,48.3
739,19665,1966,5,121,0,0,0,0,0,7.0,5.4,27.0,4.6,31.6,0.56,0.0,7.1,0.0,28.0,0.0,8.1,55.0,88.0,33.0,0.0,0.0,66,3.36,60.9
740,19666,1966,6,180,0,0,0,0,0,15.0,6.0,33.0,6.3,39.3,0.35,0.0,14.7,0.0,44.0,0.0,7.9,74.0,108.0,34.0,0.0,0.0,78,1.79,71.0
741,19667,1966,7,240,0,0,0,0,0,35.0,5.4,38.0,7.6,45.6,0.24,0.0,20.3,0.0,72.0,0.0,7.9,80.0,126.0,46.0,0.0,0.0,83,1.86,76.6
742,19668,1966,8,310,0,0,0,0,0,44.0,4.8,43.0,7.9,50.9,0.14,0.0,30.0,0.0,102.0,0.0,8.6,82.0,141.0,59.0,0.0,0.0,80,1.6,74.5
743,19669,1966,9,256,0,0,0,0,0,28.0,4.9,39.0,5.7,44.7,0.82,0.0,29.0,0.0,70.0,0.0,7.8,66.0,123.0,57.0,0.0,0.0,71,7.15,64.3
744,19671,1967,1,140,0,0,0,0,0,6.0,3.5,29.0,5.2,34.2,2.5,0.0,11.2,0.0,58.0,0.0,7.9,51.0,94.0,43.0,0.0,0.0,43,1.36,37.3
745,196710,1967,10,222,0,0,0,0,0,14.2,3.0,41.0,5.3,46.3,1.2,0.0,13.7,0.0,34.0,0.0,8.0,91.0,122.0,31.0,0.0,0.0,62,2.11,54.3
746,196711,1967,11,169,0,0,0,0,0,7.4,3.4,34.0,6.4,40.4,1.3,0.0,11.7,0.0,28.0,0.0,8.1,80.0,111.0,31.0,0.0,0.0,48,2.23,40.9
747,196712,1967,12,119,0,0,0,0,0,6.0,5.6,27.0,5.8,32.8,1.4,0.0,10.5,0.0,28.0,0.0,7.8,56.0,90.0,34.0,0.0,0.0,41,5.18,37.0
748,19672,1967,2,136,0,0,0,0,0,7.0,3.4,30.0,4.5,34.5,1.8,0.0,11.7,0.0,48.0,0.0,7.8,56.0,91.0,41.0,0.0,0.0,42,2.47,30.5
749,19673,1967,3,138,0,0,0,0,0,3.5,6.2,28.0,4.5,32.5,1.8,0.0,7.8,0.0,26.0,0.0,7.8,45.0,87.0,42.0,0.0,0.0,48,4.08,41.2
750,19674,1967,4,139,0,0,0,0,0,6.2,2.2,33.0,4.8,37.8,2.1,0.0,9.5,0.0,27.0,0.0,8.2,62.0,101.0,40.0,0.0,0.0,61,1.9,53.2
751,19675,1967,5,122,0,0,0,0,0,5.4,1.1,28.0,4.6,32.6,1.3,0.0,7.5,0.0,21.0,0.0,7.9,49.0,87.0,38.0,0.0,0.0,62,4.54,56.5
752,19676,1967,6,175,0,0,0,0,0,8.5,1.4,35.0,5.3,40.3,0.56,0.0,12.1,0.0,29.0,0.0,8.3,71.0,110.0,39.0,0.0,0.0,79,2.69,70.6
753,19677,1967,7,158,0,0,0,0,0,11.5,2.7,39.0,4.9,43.9,1.1,0.0,12.3,0.0,33.0,0.0,7.8,74.0,118.0,44.0,0.0,0.0,81,4.63,73.6
754,19678,1967,8,125,0,0,0,0,0,8.6,3.2,32.0,4.9,36.9,1.3,0.0,10.5,0.0,30.0,0.0,7.7,67.0,97.0,30.0,0.0,0.0,78,8.96,72.2
755,19679,1967,9,260,0,0,0,0,0,12.1,2.5,36.0,6.7,42.7,1.3,0.0,12.2,0.0,35.0,0.0,8.3,83.0,119.0,34.0,0.0,0.0,72,1.49,63.7
756,19681,1968,1,143,0,0,0,0,0,4.3,4.8,29.0,5.5,34.5,1.8,0.0,10.8,0.0,31.0,0.0,7.8,60.0,96.0,36.0,0.0,0.0,38,2.5,28.9
757,196810,1968,10,270,0,0,0,0,0,28.0,0.8,46.0,9.3,55.3,1.5,0.0,26.0,0.0,85.0,0.0,7.9,103.0,154.0,51.0,0.0,0.0,65,2.88,57.6
758,196811,1968,11,220,0,0,0,0,0,14.9,4.6,43.0,8.4,51.4,1.3,0.0,20.4,0.0,47.0,0.0,7.9,85.0,143.0,58.0,0.0,0.0,51,3.96,46.4
759,196812,1968,12,222,0,0,0,0,0,7.8,3.0,34.0,9.8,43.8,2.0,0.0,13.4,0.0,43.0,0.0,8.1,69.0,122.0,53.0,0.0,0.0,39,2.43,33.1
760,19682,1968,2,125,0,0,0,0,0,5.0,5.3,28.0,6.2,34.2,1.8,0.0,8.5,0.0,25.0,0.0,8.0,61.0,96.0,35.0,0.0,0.0,37,0.64,29.6
761,19683,1968,3,141,0,0,0,0,0,6.1,3.1,29.0,6.6,35.6,1.5,0.0,10.8,0.0,25.0,0.0,8.1,60.0,87.0,37.0,0.0,0.0,47,4.52,45.3
762,19684,1968,4,144,0,0,0,0,0,5.3,2.1,32.0,6.9,38.9,1.0,0.0,9.5,0.0,28.0,0.0,8.4,73.0,109.0,36.0,0.0,0.0,63,1.6,53.1
763,19685,1968,5,178,0,0,0,0,0,7.0,3.2,36.0,6.9,42.9,1.1,0.0,3.0,0.0,31.0,0.0,8.2,81.0,119.0,38.0,0.0,0.0,66,5.16,59.3
764,19686,1968,6,157,0,0,0,0,0,3.6,4.4,29.0,5.6,34.6,1.1,0.0,9.2,0.0,23.0,0.0,7.6,58.0,95.0,37.0,0.0,0.0,75,4.14,70.7
765,19687,1968,7,168,0,0,0,0,0,15.5,1.1,32.0,7.3,39.3,0.33,0.0,14.4,0.0,43.0,0.0,7.9,71.0,110.0,39.0,0.0,0.0,84,2.38,75.3
766,19688,1968,8,213,0,0,0,0,0,22.9,0.9,34.0,8.6,42.6,0.45,0.0,20.6,0.0,60.0,0.0,7.7,74.0,121.0,47.0,0.0,0.0,83,3.32,75.6
767,19689,1968,9,253,0,0,0,0,0,21.3,0.8,37.0,8.6,45.6,0.6,0.0,22.5,0.0,62.0,0.0,7.7,76.0,128.0,52.0,0.0,0.0,76,3.12,66.9
768,19691,1969,1,172,0,0,0,0,0,8.5,2.5,35.0,9.0,44.0,0.39,0.0,14.8,0.0,41.0,0.0,8.2,69.0,122.0,53.0,0.0,0.0,36,1.87,31.3
769,196910,1969,10,229,0,0,0,0,0,14.8,1.2,38.0,9.7,47.7,0.102,0.0,17.9,0.0,52.0,0.0,8.4,96.0,134.0,38.0,0.0,0.0,64,1.44,54.9
770,196911,1969,11,236,0,0,0,0,0,12.5,3.6,39.0,9.5,48.5,0.3,0.0,21.3,0.0,47.0,0.0,8.0,95.0,137.0,42.0,0.0,0.0,49,2.26,43.4
771,196912,1969,12,186,0,0,0,0,0,6.7,4.4,30.0,7.3,37.3,0.35,0.0,14.7,0.0,25.0,0.0,7.9,62.0,103.0,41.0,0.0,0.0,46,6.95,32.3
772,19692,1969,2,150,0,0,0,0,0,6.7,3.8,29.0,8.0,37.0,0.43,0.0,16.1,0.0,27.0,0.0,8.0,57.0,107.0,50.0,0.0,0.0,40,2.13,32.4
773,19693,1969,3,159,0,0,0,0,0,8.4,1.9,33.0,7.9,40.9,0.36,0.0,16.9,0.0,33.0,0.0,8.0,62.0,111.0,49.0,0.0,0.0,48,2.27,38.8
774,19694,1969,4,143,0,0,0,0,0,5.1,1.8,29.0,7.3,36.3,0.22,0.0,11.4,0.0,26.0,0.0,7.9,56.0,102.0,46.0,0.0,0.0,61,2.57,54.4
775,19695,1969,5,160,0,0,0,0,0,9.5,0.8,33.0,7.0,40.0,0.1,0.0,13.5,0.0,31.0,0.0,8.3,73.0,111.0,38.0,0.0,0.0,72,2.19,63.1
776,19696,1969,6,196,0,0,0,0,0,15.5,1.0,34.0,8.0,42.0,0.09,0.0,14.9,0.0,43.0,0.0,7.9,76.0,114.0,42.0,0.0,0.0,80,2.62,72.4
777,19697,1969,7,226,0,0,0,0,0,27.9,2.1,36.0,7.5,43.5,0.12,0.0,22.3,0.0,60.0,0.0,7.6,78.0,127.0,44.0,0.0,0.0,82,6.59,75.3
778,19698,1969,8,198,0,0,0,0,0,9.7,5.5,33.0,4.0,37.0,0.20600000000000002,0.0,12.8,0.0,30.0,0.0,7.7,69.0,100.0,31.0,0.0,0.0,80,6.08,72.7
779,19699,1969,9,185,0,0,0,0,0,11.2,2.6,34.0,9.7,43.7,0.11,0.0,12.6,0.0,43.0,0.0,8.2,78.0,114.0,36.0,0.0,0.0,76,3.42,66.2
780,19701,1970,1,171,0,0,0,0,0,6.6,6.1,29.0,7.9,36.9,0.5,0.0,12.3,0.0,24.0,0.0,7.7,58.0,104.0,46.0,0.0,0.0,37,1.4,25.8
781,197010,1970,10,287,0,0,0,0,0,18.7,1.9,45.0,11.5,56.5,0.42,0.0,23.3,0.0,63.0,0.0,8.2,101.0,161.0,60.0,0.0,0.0,67,2.9,59.0
782,197011,1970,11,191,0,0,0,0,0,11.8,9.3,32.0,7.8,39.8,0.79,0.0,13.3,0.0,32.0,0.0,7.8,64.0,109.0,45.0,0.0,0.0,54,4.21,46.1
783,197012,1970,12,170,0,0,0,0,0,8.7,5.7,32.0,7.7,39.7,0.97,0.0,8.9,0.0,30.0,0.0,7.8,61.0,106.0,45.0,0.0,0.0,41,3.56,36.0
784,19702,1970,2,133,0,0,0,0,0,4.3,5.8,24.0,7.4,31.4,0.54,0.0,10.5,0.0,18.0,0.0,7.6,43.0,96.0,47.0,0.0,0.0,40,2.67,33.1
785,19703,1970,3,148,0,0,0,0,0,4.6,5.4,26.0,7.5,33.5,0.44,0.0,11.2,0.0,19.0,0.0,7.8,46.0,93.0,47.0,0.0,0.0,49,3.89,38.2
786,19704,1970,4,134,0,0,0,0,0,7.6,6.0,24.0,7.1,31.1,0.38,0.0,10.2,0.0,18.0,0.0,7.7,41.0,87.0,46.0,0.0,0.0,54,4.67,51.5
787,19705,1970,5,172,0,0,0,0,0,7.8,4.2,32.0,7.5,39.5,0.33,0.0,10.8,0.0,21.0,0.0,8.0,68.0,112.0,44.0,0.0,0.0,72,2.77,64.6
788,19706,1970,6,205,0,0,0,0,0,6.1,4.1,35.0,7.7,42.7,0.3,0.0,11.7,0.0,25.0,0.0,8.0,73.0,117.0,44.0,0.0,0.0,79,4.59,70.6
789,19707,1970,7,178,0,0,0,0,0,5.7,4.3,31.0,6.4,37.4,0.47,0.0,8.7,0.0,22.0,0.0,8.0,73.0,101.0,28.0,0.0,0.0,79,5.91,74.6
790,19708,1970,8,224,0,0,0,0,0,9.5,1.8,38.0,8.2,46.2,0.47,0.0,15.6,0.0,36.0,0.0,8.0,87.0,128.0,41.0,0.0,0.0,72,2.6,74.2
791,19709,1970,9,240,0,0,0,0,0,13.3,1.4,37.0,10.3,47.3,0.36,0.0,19.0,0.0,51.0,0.0,7.7,85.0,135.0,50.0,0.0,0.0,79,1.69,70.4
792,19711,1971,1,154,0,0,0,0,0,10.6,6.2,27.0,7.5,34.5,0.89,0.0,10.4,0.0,28.0,0.0,7.8,53.0,99.0,46.0,0.0,0.0,38,3.15,28.2
793,197110,1971,10,174,0,0,0,0,0,5.2,6.9,31.0,6.2,37.2,1.44,0.0,12.2,0.0,28.0,0.0,7.8,68.0,105.0,37.0,0.0,0.0,67,6.56,61.5
794,197111,1971,11,174,0,0,0,0,0,5.9,6.9,28.0,6.3,34.3,1.77,0.0,12.6,0.0,25.0,0.0,7.8,63.0,96.0,33.0,0.0,0.0,54,3.99,44.6
795,197112,1971,12,143,0,0,0,0,0,5.3,6.5,23.0,5.2,28.2,1.83,0.0,14.0,0.0,26.0,0.0,7.7,49.0,83.0,34.0,0.0,0.0,45,1.6,42.6
796,19712,1971,2,122,0,0,0,0,0,9.6,5.9,21.0,5.9,26.9,0.47,0.0,15.3,0.0,21.0,0.0,7.6,45.0,84.0,39.0,0.0,0.0,41,5.24,35.1
797,19713,1971,3,139,0,0,0,0,0,8.8,5.8,26.0,7.2,33.2,0.83,0.0,9.1,0.0,25.0,0.0,7.7,48.0,94.0,46.0,0.0,0.0,50,2.34,40.0
798,19714,1971,4,161,0,0,0,0,0,8.1,1.7,30.0,6.6,36.6,0.6,0.0,9.5,0.0,28.0,0.0,8.2,61.0,100.0,39.0,0.0,0.0,63,2.09,50.3
799,19715,1971,5,153,0,0,0,0,0,6.2,4.1,25.0,5.5,30.5,0.62,0.0,9.3,0.0,24.0,0.0,7.7,56.0,88.0,33.0,0.0,0.0,71,6.53,59.7
800,19716,1971,6,175,0,0,0,0,0,6.5,5.3,28.0,5.2,33.2,0.43,0.0,8.9,0.0,17.0,0.0,8.0,66.0,93.0,27.0,0.0,0.0,82,2.24,71.8
801,19717,1971,7,192,0,0,0,0,0,13.3,2.0,29.0,8.9,37.9,0.36,0.0,16.4,0.0,27.0,0.0,8.0,72.0,109.0,37.0,0.0,0.0,84,4.03,73.6
802,19718,1971,8,188,0,0,0,0,0,10.4,4.1,29.0,6.5,35.5,0.76,0.0,13.4,0.0,31.0,0.0,7.9,64.0,99.0,35.0,0.0,0.0,81,8.65,72.1
803,19719,1971,9,186,0,0,0,0,0,4.5,4.9,28.0,6.4,34.4,0.92,0.0,11.8,0.0,42.0,0.0,7.8,64.0,98.0,34.0,0.0,0.0,77,4.22,69.2
804,19721,1972,1,160,0,0,0,0,0,5.5,5.5,25.0,6.2,31.2,1.63,0.0,14.4,0.0,30.0,0.0,7.9,57.0,90.0,33.0,0.0,0.0,43,3.08,35.5
805,197210,1972,10,190,0,0,0,0,0,0.0,4.3,37.0,6.4,43.4,1.2,0.0,10.7,0.0,35.0,0.0,8.0,97.0,121.0,24.0,0.0,0.0,56,3.77,52.2
806,197211,1972,11,157,0,0,0,0,0,9.2,4.1,27.0,5.7,32.7,1.38,0.0,8.2,0.0,36.0,0.0,7.8,70.0,92.0,22.0,0.0,0.0,49,6.87,42.5
807,197212,1972,12,119,0,0,0,0,0,3.5,6.1,21.0,3.9,24.9,1.39,0.0,7.4,0.0,25.0,0.0,7.6,46.0,70.0,24.0,0.0,0.0,45,5.6,40.4
808,19722,1972,2,162,0,0,0,0,0,7.7,5.9,23.0,6.3,29.3,1.64,0.0,11.7,0.0,26.0,0.0,7.8,45.0,80.0,35.0,0.0,0.0,40,5.55,32.3
809,19723,1972,3,145,0,0,0,0,0,9.6,7.1,22.0,5.4,27.4,1.67,0.0,9.4,0.0,23.0,0.0,7.7,44.0,77.0,33.0,0.0,0.0,47,2.81,41.4
810,19724,1972,4,144,0,0,0,0,0,8.7,9.8,23.0,5.3,28.3,1.36,0.0,10.8,0.0,28.0,0.0,7.8,51.0,80.0,29.0,0.0,0.0,57,4.75,50.2
811,19725,1972,5,143,0,0,0,0,0,4.7,9.6,23.0,5.1,28.1,1.15,0.0,8.7,0.0,24.0,0.0,7.7,54.0,80.0,26.0,0.0,0.0,65,4.91,61.5
812,19726,1972,6,154,0,0,0,0,0,0.0,7.6,27.0,5.6,32.6,1.54,0.0,8.3,0.0,24.0,0.0,7.9,67.0,88.0,21.0,0.0,0.0,69,11.02,67.0
813,19727,1972,7,179,0,0,0,0,0,0.0,0.0,30.0,6.2,36.2,0.93,0.0,7.4,0.0,25.0,0.0,7.8,77.0,97.0,20.0,0.0,0.0,75,3.0,74.5
814,19728,1972,8,198,0,0,0,0,0,12.4,3.3,36.0,8.5,44.5,1.06,0.0,10.7,0.0,32.0,0.0,8.3,92.0,115.0,23.0,0.0,0.0,76,2.66,72.5
815,19729,1972,9,227,0,0,0,0,0,15.0,1.9,39.0,6.4,45.4,0.8,0.0,14.6,0.0,47.0,0.0,8.1,107.0,133.0,26.0,0.0,0.0,72,2.45,67.4
816,19731,1973,1,132,0,0,0,0,0,7.7,6.2,26.0,4.8,30.8,1.66,0.0,10.1,0.0,27.0,1.6,7.8,63.0,85.0,22.0,0.0,0.0,43,3.01,34.5
817,197310,1973,10,221,0,0,0,0,0,12.1,3.6,43.0,8.4,51.4,1.79,0.0,13.1,0.0,43.0,1.4,7.9,94.0,144.0,50.0,0.0,0.0,69,2.92,57.9
818,197311,1973,11,176,0,0,0,0,0,7.4,5.4,33.0,6.7,39.7,0.0,0.0,8.4,0.0,31.0,1.05,7.8,83.0,112.0,29.0,0.0,0.0,55,1.57,47.1
819,197312,1973,12,149,0,0,0,0,0,7.0,5.0,29.0,5.4,34.4,1.33,0.0,22.0,0.0,28.0,1.0,7.8,61.0,92.0,31.0,0.0,0.0,47,5.71,37.3
820,19732,1973,2,124,0,0,0,0,0,6.3,6.4,22.0,4.4,26.4,1.88,0.0,9.4,0.0,26.0,1.7,7.7,53.0,72.0,19.0,0.0,0.0,42,3.41,33.0
821,19733,1973,3,134,0,0,0,0,0,7.8,4.9,23.0,5.3,28.3,1.39,0.0,9.4,0.0,27.0,2.0,7.9,57.0,81.0,24.0,0.0,0.0,52,3.19,47.4
822,19734,1973,4,118,0,0,0,0,0,0.1,5.4,21.0,4.6,25.6,1.44,0.0,7.1,0.0,24.0,1.0,7.7,46.0,72.0,26.0,0.0,0.0,57,5.86,52.1
823,19735,1973,5,121,0,0,0,0,0,8.2,5.1,25.0,5.2,30.2,1.08,0.0,7.1,0.0,22.0,1.8,7.9,57.0,85.0,28.0,0.0,0.0,63,4.03,59.6
824,19736,1973,6,154,0,0,0,0,0,6.7,5.6,28.0,5.3,33.3,1.47,0.0,9.2,0.0,26.0,2.2,7.8,68.0,93.0,25.0,0.0,0.0,68,3.74,72.9
825,19737,1973,7,196,0,0,0,0,0,8.3,4.8,34.0,7.4,41.4,1.24,0.0,14.9,0.0,31.0,2.5,8.2,80.0,115.0,35.0,0.0,0.0,68,2.9,75.1
826,19738,1973,8,212,0,0,0,0,0,15.0,3.2,35.0,8.1,43.1,1.3,0.0,0.0,0.0,49.0,1.8,7.8,84.0,124.0,46.0,0.0,0.0,78,4.95,75.1
827,19739,1973,9,211,0,0,0,0,0,132.0,4.2,38.0,7.5,45.5,1.55,0.0,0.0,0.0,39.0,2.4,8.3,88.0,127.0,39.0,0.0,0.0,80,3.53,68.7
828,19741,1974,1,134,0,0,0,0,0,0.0,7.4,24.0,5.0,29.0,1.66,0.0,10.0,0.0,25.0,0.6,7.7,51.0,80.0,29.0,0.0,0.0,46,3.68,38.5
829,197410,1974,10,248,0,0,0,0,0,0.0,0.0,55.0,7.4,62.4,0.68,0.0,24.0,0.0,42.0,1.6,8.6,112.0,168.0,56.0,0.0,0.0,62,1.3,52.8
830,197411,1974,11,245,0,0,0,0,0,0.0,1.4,54.0,7.5,61.5,0.65,0.0,20.6,0.0,35.0,1.1,8.3,109.0,165.0,56.0,0.0,0.0,56,1.58,45.6
831,197412,1974,12,165,0,0,0,0,0,0.0,5.3,32.0,5.2,37.2,1.75,0.0,11.7,0.0,15.0,1.2,7.8,56.0,93.0,42.0,0.0,0.0,46,5.34,38.1
832,19742,1974,2,161,0,0,0,0,0,0.0,5.4,35.0,6.4,41.4,1.72,0.0,12.1,0.0,41.0,0.5,8.2,79.0,116.0,37.0,0.0,0.0,47,1.51,34.0
833,19743,1974,3,133,0,0,0,0,0,0.0,1.6,30.0,5.9,35.9,1.41,0.0,13.5,0.0,18.0,0.6,8.5,65.0,101.0,36.0,0.0,0.0,53,4.27,44.8
834,19744,1974,4,125,0,0,0,0,0,0.0,3.6,24.0,4.6,28.6,1.32,0.0,6.8,0.0,15.0,1.0,7.8,56.0,81.0,25.0,0.0,0.0,59,2.64,54.6
835,19745,1974,5,147,0,0,0,0,0,0.0,2.7,34.0,5.1,39.1,1.35,0.0,8.2,0.0,15.0,1.1,8.2,74.0,102.0,28.0,0.0,0.0,72,4.41,61.5
836,19746,1974,6,148,0,0,0,0,0,0.0,3.3,31.0,4.2,35.2,1.29,0.0,7.1,0.0,20.0,1.1,8.0,63.0,95.0,32.0,0.0,0.0,77,4.46,67.5
837,19747,1974,7,158,0,0,0,0,0,0.0,3.0,33.0,5.7,38.7,1.08,0.0,10.7,0.0,28.0,1.2,8.2,68.0,108.0,40.0,0.0,0.0,84,1.74,74.2
838,19748,1974,8,204,0,0,0,0,0,0.0,1.5,35.0,7.9,42.9,0.19,0.0,17.2,0.0,38.0,0.9,7.8,72.0,120.0,48.0,0.0,0.0,85,4.71,73.4
839,19749,1974,9,201,0,0,0,0,0,0.0,1.4,42.0,5.8,47.8,0.95,0.0,16.8,0.0,28.0,2.1,8.4,90.0,131.0,41.0,0.0,0.0,78,4.76,65.4
840,19751,1975,1,0,0,0,0,0,0,0.0,4.3,29.0,3.8,32.8,1.67,0.0,26.8,0.0,15.0,1.4,7.7,47.0,88.0,41.0,0.0,0.0,45,4.16,36.7
841,197510,1975,10,152,0,0,0,0,0,0.0,6.8,32.0,5.3,37.3,1.97,0.0,9.8,0.0,12.0,0.0,7.8,63.0,101.0,38.0,0.0,0.0,65,3.41,58.8
842,197511,1975,11,152,0,0,0,0,0,0.0,4.6,33.0,7.0,40.0,1.91,0.0,10.3,0.0,12.0,0.0,8.0,69.0,108.0,39.0,0.0,0.0,58,2.57,49.7
843,197512,1975,12,154,0,0,0,0,0,0.0,2.2,34.0,6.9,40.9,2.05,0.0,11.0,0.0,13.0,0.0,8.3,70.0,113.0,43.0,0.0,0.0,74,3.05,36.2
844,19752,1975,2,0,0,0,0,0,0,0.0,3.9,29.0,3.8,32.8,1.18,0.0,20.2,0.0,14.0,1.12,7.8,48.0,91.0,43.0,0.0,0.0,46,2.74,36.0
845,19753,1975,3,108,0,0,0,0,0,0.0,3.9,29.0,4.7,33.7,1.52,0.0,14.0,0.0,11.0,1.0,7.8,51.0,92.0,41.0,0.0,0.0,51,5.32,41.0
846,19754,1975,4,131,0,0,0,0,0,0.0,2.2,32.0,5.1,37.1,1.48,0.0,12.7,0.0,11.0,0.85,8.1,60.0,102.0,42.0,0.0,0.0,59,3.18,47.6
847,19755,1975,5,124,0,0,0,0,0,0.0,4.3,28.0,3.6,31.6,1.31,0.0,11.9,0.0,11.0,0.9,7.8,56.0,86.0,36.0,0.0,0.0,70,4.59,64.4
848,19756,1975,6,156,0,0,0,0,0,0.0,5.6,32.0,5.7,37.7,1.06,0.0,13.1,0.0,10.0,1.6,8.0,65.0,103.0,38.0,0.0,0.0,79,5.24,70.7
849,19757,1975,7,173,0,0,0,0,0,0.0,4.7,34.0,6.3,40.3,1.62,0.0,12.0,0.0,13.0,1.9,7.9,73.0,111.0,38.0,0.0,0.0,82,6.93,73.8
850,19758,1975,8,213,0,0,0,0,0,0.0,2.6,41.0,8.0,49.0,1.13,0.0,13.9,0.0,22.0,0.0,8.2,93.0,137.0,44.0,0.0,0.0,85,4.04,75.2
851,19759,1975,9,185,0,0,0,0,0,0.0,4.2,36.0,6.1,42.1,1.56,0.0,9.8,0.0,20.0,0.0,7.8,73.0,116.0,43.0,0.0,0.0,74,9.18,64.1
852,19761,1976,1,130,0,0,0,0,0,0.0,6.2,25.0,5.8,30.8,2.18,0.0,10.8,0.0,12.0,0.0,7.6,53.0,91.0,0.0,0.0,0.0,40,4.96,29.5
853,197610,1976,10,136,0,0,0,0,0,0.0,5.6,33.0,6.2,39.2,1.18,0.0,9.2,0.0,16.0,2.04,7.6,59.0,107.0,0.0,0.0,0.0,63,8.05,51.4
854,197611,1976,11,149,0,0,0,0,0,0.0,4.3,37.0,5.3,42.3,1.58,0.0,11.0,0.0,20.0,1.65,7.8,71.0,116.0,0.0,0.0,0.0,51,1.04,39.3
